縣市,路段ID,路段名稱,緯度,經度,費率資訊,電動車充電樁,位置描述
Tainan,1001,建平17街,22.99728,120.17506,每小時20元,無,建平路至慶平路
Tainan,1446,中華路541巷,23.01259,120.2306,每小時20元,無,中華路至六合路
Tainan,0744,裕強街,22.98567,120.24104,每小時20元,無,裕農三街至裕和二街
Tainan,0458,復國路,23.00058,120.24641,每小時20元,無,復興路87巷至復興路
Tainan,0621,府連東路,22.98415,120.21809,每小時20元,無,長榮路至林森路
Tainan,0136,東南榕大道,22.98946,120.18516,每小時20元,無,永華路二段至南島路
Tainan,3011,民治路-1,23.31057,120.3125,每小時20元,無,東興路至健康路
Tainan,0454,小東路-4,22.99904,120.23023,每小時20元,無,長榮路至中華東路
Tainan,0752,裕文路,22.98235,120.24334,每小時20元,無,裕文路
Tainan,0501,慶中街,22.98357,120.20554,每小時20元,無,健康路至樹林街
Tainan,0457,復興路,22.99872,120.24514,每小時20元,無,復興路277巷至營區門口
Tainan,0558,海安路三段135巷,23.00464,120.19616,每小時20元,無,海安路三段135巷
Tainan,1085,和緯路-5,23.00521,120.17652,每小時20元,無,武聖路至華平路
Tainan,0861,怡平路,22.99361,120.1757,每小時20元,無,建平路至華平路
Tainan,0233,青年路-3,22.99159,120.21111,每小時20元,無,興華街至北門路
Tainan,0832,淨修街,22.97492,120.23791,每小時20元,無,淨修街
Tainan,0855,慶平路-5,22.99771,120.16555,每小時20元,無,育平路至安億橋
Tainan,2016,小東路477巷28弄,22.99945,120.23623,每小時20元,無,小東路477巷至忠義街
Tainan,0871,平通路-1,22.99288,120.17705,每小時20元,無,文平路至永華六街
Tainan,0743,裕和二街,22.98575,120.2411,每小時20元,無,裕平路至裕英街
Tainan,0991,健康三街,22.99511,120.16939,每小時20元,無,健康路至慶平路
Tainan,0951,水交社路,22.98117,120.20061,每小時20元,無,健康路至新興東路
Tainan,0182,忠義路-2,22.99119,120.20267,每小時20元,無,府前路至中正路
Tainan,0213,開山路-3,22.98836,120.20808,每小時20元,無,府前路至大同路
Tainan,0208,西門路-8,23.01096,120.20836,每小時20元,無,公園北路至和緯路
Tainan,0439,長勝路,23.01068,120.21851,每小時20元,無,長勝路
Tainan,3111,民權路-1,23.30882,120.31214,每小時20元,無,復興路至民治路
Tainan,0902,育平路-2,22.99761,120.16759,每小時20元,無,永華路至慶平路
Tainan,1511,生產路,22.96497,120.22912,每小時20元,無,大同路至崇善路
Tainan,1449,勝華街,23.00656,120.23282,每小時20元,無,中華路至勝學路
Tainan,1426,中華二路340巷15弄,23.00913,120.23032,每小時20元,無,中華二路340巷至中華二路348巷
Tainan,3091,大同路,23.30917,120.3226,每小時20元,無,新營火車站至民治路
Tainan,5007,陽光南一路,23.11063,120.30514,每小時20元,無,西拉雅大道至蓮潭南街
Tainan,0014,中山路-4,22.99652,120.211,"第一小時20元,後續每小時30元",無,民族路至火車站圓環西側
Tainan,2014,中華路10巷,22.99984,120.23608,每小時20元,無,小東路477巷至忠義街
Tainan,0681,尊王路,22.99239,120.19204,每小時20元,無,西門路至環河街
Tainan,0461,東豐路-1,23.00324,120.21796,每小時20元,無,北門路至勝利路
Tainan,0556,海安路-6,23.01325,120.20032,每小時20元,無,臨安路至文成一路
Tainan,0322,金華路-2,22.97744,120.1911,每小時20元,無,新興路至健康路
Tainan,0844,東門路三段266巷,22.97468,120.23587,每小時20元,無,東門路三段266巷
Tainan,3061,新進路-1,23.30411,120.32071,每小時20元,無,新營火車站至延平路
Tainan,0011,中山路-1,22.99346,120.20661,"第一小時20元,後續每小時30元",無,民生綠園至民權路
Tainan,1215,中山南路123巷,23.01348,120.22906,每小時20元,無,中山南路123巷
Tainan,1420,復興路1巷,22.99596,120.25045,每小時20元,無,復興路至復興路1巷41弄2號
Tainan,0651,育樂街-1,22.99145,120.21448,每小時20元,無,青年路至東寧路西段
Tainan,0041,北門路-1,22.99078,120.21161,每小時20元,無,東門圓環至青年路
Tainan,0982,國平西路,22.98248,120.16979,每小時20元,無,健康路至國平南路
Tainan,1191,安億路,22.99323,120.15753,每小時20元,無,平豐路至光洲路(府平路)
Tainan,0442,前鋒路-2,22.99842,120.21388,每小時20元,無,民族路至小東路
Tainan,1601,平實五路,22.99469,120.23461,每小時20元,無,中華東路至後甲一路
Tainan,0042,北門路-2,22.99405,120.2117,每小時20元,無,青年路至民族路
Tainan,5002,陽光北一路,23.11637,120.30529,每小時20元,無,目加溜灣大道至蓮潭路
Tainan,0035,成功路-5,23.00319,120.19398,每小時20元,無,金華路至西和路
Tainan,0592,體育路-2,22.97773,120.2072,每小時20元,無,健康路至健康路一段133巷
Tainan,0335,大同路-5,22.96311,120.2169,每小時20元,無,生產路至保仁路間
Tainan,1071,和意路,22.9884,120.19851,每小時20元,無,永福路至西門路
Tainan,7007,歸仁七路,22.92943,120.29149,每小時20元,無,高發二路-高發三路
Tainan,0222,永福路-2,22.99308,120.20111,每小時20元,無,府前路至民生路
Tainan,3032,中正路-2,23.31922,120.31627,每小時20元,無,民治路至長榮路二段
Tainan,1461,正南五街,23.03636,120.23744,每小時20元,無,中正六街至新中街間
Tainan,0058,府前路-8,22.99245,120.18804,每小時20元,無,永華一街至中華西路
Tainan,7005,武當路,22.92594,120.28377,每小時20元,無,武當路
Tainan,0202,西門路-2,22.98614,120.19765,每小時20元,無,健康路至永華路
Tainan,0942,新興東路-2,22.97986,120.2007,每小時20元,無,水交社路至南門路
Tainan,0053,府前路-3,22.98934,120.20348,每小時20元,無,南門路至忠義路
Tainan,0756,富農街一段188巷26弄,22.98146,120.23554,每小時20元,無,富農街一段188巷26弄
Tainan,1312,育德二路,23.01219,120.20353,每小時20元,無,立賢路-和緯路
Tainan,0422,東寧路-2,22.99149,120.22336,每小時20元,無,長榮路至林森路
Tainan,0843,東門路-3,22.98212,120.22793,每小時20元,無,林森路至中華東路
Tainan,3191,東學路,23.31546,120.32565,每小時20元,無,新營區東學路
Tainan,1052,慶東街-2,22.99225,120.21656,每小時20元,無,青年路至東寧路西側
Tainan,0331,大同路-1,22.98575,120.21119,每小時20元,無,東門圓環至開山路
Tainan,0054,府前路-4,22.98987,120.20107,每小時20元,無,忠義路至永福路
Tainan,1216,中山南路262巷,23.01393,120.23441,每小時20元,無,中山南路至五福街
Tainan,0591,體育路,22.98237,120.20719,每小時20元,無,健康路至五妃街
Tainan,0132,永華路-2,22.9891,120.18731,每小時20元,無,金華路至中華西路
Tainan,2004,忠勇街,23.00052,120.23803,每小時20元,無,華興街至忠義街60巷
Tainan,1471,大成路,22.97496,120.19209,每小時20元,無,新都路至金華路
Tainan,0232,青年路-2,22.99194,120.20865,每小時20元,無,民權路至興華街
Tainan,7011,歸仁十一路,22.92695,120.29313,每小時20元,無,高發二路-高發三路
Tainan,1410,東橋十街,23.02495,120.23693,每小時20元,無,東橋七路至康橋大道
Tainan,0172,五妃街-2,22.98258,120.20593,每小時20元,無,慶中街至大同路
Tainan,0561,勞工中心,22.97973,120.20418,每小時20元,無,南門路至體育場
Tainan,0362,西門圓環-2,22.99794,120.20006,每小時20元,無,西門圓環西北角至西南角
Tainan,0721,崇善路-1,22.97858,120.2259,每小時20元,無,林森路至中華東路
Tainan,1162,東和路57巷,22.99726,120.22932,每小時20元,無,東和路57巷
Tainan,0051,府前路-1,22.989,120.20816,每小時20元,無,東門圓環至開山路
Tainan,0082,民生路-2,22.99369,120.20146,每小時20元,無,忠義路至永福路
Tainan,3102,公園路-2,23.3014,120.29981,每小時20元,無,新進路二段至太子路
Tainan,5005,龍目井路,23.10932,120.30348,每小時20元,無,善新大道至善新西路
Tainan,0301,南門路-1,22.99132,120.20482,每小時20元,無,民生綠園至府前路
Tainan,1415,忠孝一路160巷,23.00016,120.24299,每小時20元,無,忠孝一路160巷
Tainan,3112,民權路-2,23.30811,120.3129,每小時20元,無,民權路96號至信義街
Kaohsiung,786,壽昌路,22.640859,120.333652,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,覺民路至高速公路旁
Kaohsiung,A32,誠平路,22.610391,120.360706,，;。(以上參考，實際以現場公告為主),無,誠義路至鳳頂路
Kaohsiung,052,五福二路,22.626213,120.310345,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,(民權路至中山路口)
Kaohsiung,K13,橋都路,22.73301,120.297697,，;。(以上參考，實際以現場公告為主),無,橋新六路至營邊路
Kaohsiung,C85,民治路,22.570802,120.348887,，;。(以上參考，實際以現場公告為主),無,民義街至飛機路479巷(民治路55巷)
Kaohsiung,201,大同一路,22.629104,120.301526,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,(中山路至中華路口)
Kaohsiung,H28,松和路38巷,22.567687,120.372512,，;。(以上參考，實際以現場公告為主),無,松和路至松平街
Kaohsiung,D69,重美街,22.691933,120.31726,，;。(以上參考，實際以現場公告為主),無,華夏路至重美街168巷
Kaohsiung,J85,自勉路,22.681289,120.280225,，;。(以上參考，實際以現場公告為主),無,自勉路66巷至介壽路
Kaohsiung,H91,國慶六街,22.587668,120.337669,，;。(以上參考，實際以現場公告為主),無,和成路至紅毛港路
Kaohsiung,G56,紫雲寺對面通道,22.657351,120.3633,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,忠孝路至忠信街
Kaohsiung,517,五甲二路105巷,22.601899,120.341408,，;。(以上參考，實際以現場公告為主),無,五甲二路149巷至五甲二路
Kaohsiung,584,三商街,22.600728,120.335051,，;。(以上參考，實際以現場公告為主),無,保泰路至南榮路
Kaohsiung,973,神農路,22.657783,120.296261,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,博愛路至龍勝路
Kaohsiung,H40,滇池街44巷,22.611913,120.306937,，;。(以上參考，實際以現場公告為主),無,滇池街至昆明街
Kaohsiung,E29,德富街,22.729823,120.298136,，;。(以上參考，實際以現場公告為主),無,德豐街至益群路
Kaohsiung,876,十全商圈,22.645052,120.308779,平日計次30元/六小時，假日計次30元/六小時。(以上參考，實際以現場公告為主),無,十全商圈機車區
Kaohsiung,G90,立明街,22.673523,120.31474,，;。(以上參考，實際以現場公告為主),無,文育路至立明街69號
Kaohsiung,D61,德信街,22.726566,120.29937,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,德惠路至翠屏路 (德惠路至德賢路530巷計時收費)
Kaohsiung,528,鳳楠路,22.726795,120.329283,，;。(以上參考，實際以現場公告為主),無,建楠路至鳳楠路108巷
Kaohsiung,447,後昌路837巷,22.711882,120.294751,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,(後昌路至軍校路)
Kaohsiung,066,竹圍路,22.626669,120.304185,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,文橫一路至林森一路
Kaohsiung,D13,清豐三路,22.737526,120.327302,，;。(以上參考，實際以現場公告為主),無,土庫二路至土庫三路
Kaohsiung,B10,永善路,22.650627,120.340157,，;。(以上參考，實際以現場公告為主),無,本華路至澄明街
Kaohsiung,K23,大學二十五路150巷,22.726123,120.282093,，;。(以上參考，實際以現場公告為主),無,大學二十五路至大學十六街323巷
Kaohsiung,784,廣東三街,22.615568,120.321054,，;。(以上參考，實際以現場公告為主),無,廣西路至二聖一路(汕頭街至二聖一路)
Kaohsiung,948,明吉路35巷,22.663085,120.313616,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,明吉路至明賢路
Kaohsiung,C74,富新路,22.590419,120.341208,，;。(以上參考，實際以現場公告為主),無,鳳南一路至國慶十一街
Kaohsiung,J22,天津街263巷,22.650821,120.300286,，;。(以上參考，實際以現場公告為主),無,天津街至哈爾濱街
Kaohsiung,543,大仁北路東側,22.798531,120.302176,，;。(以上參考，實際以現場公告為主),無,大德一路至大仁北路205巷
Kaohsiung,A61,楠陽路,22.722795,120.327976,，;。(以上參考，實際以現場公告為主),無,興西路至加昌路
Kaohsiung,D78,右昌街,22.719844,120.282426,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,(藍昌路至援中路)(藍昌路至軍校路)
Kaohsiung,F58,誠智街,22.622583,120.377235,，;。(以上參考，實際以現場公告為主),無,中山東路192巷至鳳林路
Kaohsiung,413,新庄仔路545巷,22.66992,120.313889,，;。(以上參考，實際以現場公告為主),無,(新庄仔路515巷至重清路278巷)
Kaohsiung,J63,平和路248巷,22.568926,120.330763,，;。(以上參考，實際以現場公告為主),無,平和路至港壽街
Kaohsiung,E80,興楠路355巷37弄,22.728368,120.331997,，;。(以上參考，實際以現場公告為主),無,（興楠路355巷至興楠路309巷）
Kaohsiung,523,民族一路1101巷,22.684668,120.319509,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,民族一路至重孝路
Kaohsiung,542,大德一路北側,22.797196,120.304042,，;。(以上參考，實際以現場公告為主),無,大仁北路至竹圍東街
Kaohsiung,C77,宏成路,22.590775,120.339031,，;。(以上參考，實際以現場公告為主),無,和成路至富新路
Kaohsiung,683,臨海一路,22.623196,120.275871,，;。(以上參考，實際以現場公告為主),無,.
Kaohsiung,B22,北忠街,22.645227,120.366027,，;。(以上參考，實際以現場公告為主),無,中正路2巷至文龍東路
Kaohsiung,J77,長樂街,22.617882,120.354807,，;。(以上參考，實際以現場公告為主),無,五甲一路至國泰路一段210巷
Kaohsiung,H93,國慶七街,22.588012,120.338247,，;。(以上參考，實際以現場公告為主),無,明龍街至紅毛港路
Kaohsiung,064,英明路,22.623386,120.322183,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,三多路至四維路、英祥街至英明路145巷(英祥街至二聖一路)
Kaohsiung,J52,頂新十街,22.589369,120.362571,，;。(以上參考，實際以現場公告為主),無,(過埤路至頂庄路 )（頂新十街至過勇路）
Kaohsiung,367,立信路,22.668631,120.304175,，;。(以上參考，實際以現場公告為主),無,(富民路至新上街)(自由二路至富民路)
Kaohsiung,753,岡山公園西路,22.790296,120.28493,，;。(以上參考，實際以現場公告為主),無,民族路口至柳橋西路口
Kaohsiung,296,勝利路,22.675803,120.294364,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,(翠華路至城峰路)(左營大路至翠華路)（勝利路龜山公園旁計時收費）
Kaohsiung,799,輜汽路,22.617041,120.343026,，;。(以上參考，實際以現場公告為主),無,(南京路至高速公路)(武營路-武慶路104020610430792701號公告)
Kaohsiung,D70,至真路6巷,22.669739,120.307547,，;。(以上參考，實際以現場公告為主),無,至真路至至真路6巷23弄
Kaohsiung,255,陽明路,22.643272,120.34223,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,(九如路至澄明街)
Kaohsiung,F79,岡山協和路,22.788558,120.281247,，;。(以上參考，實際以現場公告為主),無,通校路至協和路底
Kaohsiung,A43,沿海一路,22.565007,120.353762,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,立群路至漢民路
Kaohsiung,C79,王生明路,22.615377,120.362478,，;。(以上參考，實際以現場公告為主),無,國泰路一段至中山東路
Kaohsiung,D57,大學十一街,22.724083,120.287892,，;。(以上參考，實際以現場公告為主),無,大學南路至援中路
Kaohsiung,272,美術東二路,22.664842,120.288705,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,(河西路至美明路)
Kaohsiung,H67,金和街,22.725995,120.319251,，;。(以上參考，實際以現場公告為主),無,海專路至金富街
Kaohsiung,A85,菜公路120巷21弄,22.690894,120.301035,，;。(以上參考，實際以現場公告為主),無,菜公路136巷至翠明路
Kaohsiung,C30,海涵路,22.590543,120.346474,，;。(以上參考，實際以現場公告為主),無,(和成路至保成一路)(紅毛港路至保華一路112.2.25開始收費)
Kaohsiung,D48,廠邊三路,22.573169,120.358379,，;。(以上參考，實際以現場公告為主),無,飛機路至宏平路
Kaohsiung,389,中崙四路,22.599366,120.352452,，;。(以上參考，實際以現場公告為主),無,中崙五路至中崙二路
Kaohsiung,F06,民族一路560巷,22.657908,120.31585,，;。(以上參考，實際以現場公告為主),無,民族一路至民族一路560巷底
Kaohsiung,A50,翠明路,22.689024,120.301802,，;。(以上參考，實際以現場公告為主),無,明潭路至海功東路
Kaohsiung,A56,常德路,22.731289,120.336268,，;。(以上參考，實際以現場公告為主),無,旗楠公路至興楠路
Kaohsiung,A44,修成街,22.608114,120.303912,，;。(以上參考，實際以現場公告為主),無,林森四路至中華五路
Kaohsiung,618,真君路,22.592498,120.361203,，;。(以上參考，實際以現場公告為主),無,田衙路至保生路(過埤路至田衙路)
Kaohsiung,607,翠屏路108巷,22.728256,120.369943,，;。(以上參考，實際以現場公告為主),無,中山路至鹽埕巷
Kaohsiung,H74,大學六十二街,22.731111,120.273909,，;。(以上參考，實際以現場公告為主),無,德中路至大學二十九路
Kaohsiung,281,青年一路,22.624333,120.315206,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,(光華路至中山路口)
Kaohsiung,C14,鼎仁街,22.669201,120.322882,，;。(以上參考，實際以現場公告為主),無,鼎強街至鼎仁街41巷
Kaohsiung,492,明星街,22.634028,120.301171,，;。(以上參考，實際以現場公告為主),無,(瑞源路至自立二路)(民主橫路至南台路)
Kaohsiung,545,八德東路,22.684538,120.339581,，;。(以上參考，實際以現場公告為主),無,八德南路至澄觀路
Kaohsiung,K12,橋新九路,22.745683,120.306754,，;。(以上參考，實際以現場公告為主),無,橋新一路至橋新六路
Kaohsiung,489,鳳山興隆街,22.606188,120.344449,，;。(以上參考，實際以現場公告為主),無,瑞隆東路至同明街
Kaohsiung,708,鳳山自由路,22.626072,120.355073,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,澄清路至中山路
Kaohsiung,641,鼎昌街,22.665852,120.322302,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,(鼎昌街22巷~鼎新路59巷)(鼎昌街22巷至鼎新路)
Kaohsiung,179,介壽路,22.680824,120.287445,，;。(以上參考，實際以現場公告為主),無,(左營大路至中正路)(介壽路底至中正路)
Kaohsiung,G98,國慶五街,22.586664,120.340019,，;。(以上參考，實際以現場公告為主),無,富新路至紅毛港路
Kaohsiung,G94,清豐二路306巷,22.735524,120.329452,，;。(以上參考，實際以現場公告為主),無,清豐二路至清豐二路360巷
Kaohsiung,E59,保忠街,22.59258,120.347192,，;。(以上參考，實際以現場公告為主),無,保華二路至保成二路
Kaohsiung,C71,國慶十街,22.589189,120.338665,，;。(以上參考，實際以現場公告為主),無,明龍街至富新路
Kaohsiung,C82,賢明路,22.608537,120.323423,，;。(以上參考，實際以現場公告為主),無,凱旋三路至育樂路
Kaohsiung,D67,加昌路700巷,22.714745,120.296111,，;。(以上參考，實際以現場公告為主),無,加昌路至加宏路191巷5弄
Kaohsiung,H58,松仁街,22.559028,120.370859,，;。(以上參考，實際以現場公告為主),無,博學路至松富路
Kaohsiung,F01,崇仁街,22.635066,120.398025,，;。(以上參考，實際以現場公告為主),無,（中庄路至民安街）
Kaohsiung,D11,安通街,22.741704,120.337155,，;。(以上參考，實際以現場公告為主),無,安泰街至立民路
Kaohsiung,B60,天興街福安廣場,22.591353,120.331939,，;。(以上參考，實際以現場公告為主),無,五甲段1240-14地號
Kaohsiung,418,文恩路,22.684401,120.316953,，;。(以上參考，實際以現場公告為主),無,(自由四路至重愛路)
Kaohsiung,710,大智路,22.619108,120.284075,，;。(以上參考，實際以現場公告為主),無,(大仁路至公園路)(公園二路至新化街)
Kaohsiung,007,宏平路,22.56953,120.349755,，;。(以上參考，實際以現場公告為主),無,(沿海路至高松路)
Kaohsiung,412,新庄仔路515巷,22.668856,120.3136,，;。(以上參考，實際以現場公告為主),無,新庄仔路至新庄仔路545巷
Kaohsiung,509,南和街,22.593697,120.335526,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,林森路至南和街129巷
Kaohsiung,H59,松信路,22.560732,120.371286,，;。(以上參考，實際以現場公告為主),無,博學路至松富路
Kaohsiung,775,平和南路,22.56373,120.337974,，;。(以上參考，實際以現場公告為主),無,(港信路至小港路)（平和東路至小港路）（港信路至平和路）
Kaohsiung,C19,智昌街,22.723152,120.29114,，;。(以上參考，實際以現場公告為主),無,啟昌街至藍昌路
Kaohsiung,222,自強二路,22.628607,120.294056,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,中正路至五福路口)
Kaohsiung,605,大社中山路,22.73033,120.360946,，;。(以上參考，實際以現場公告為主),無,和平路一、二段至翠屏路108巷
Kaohsiung,764,文鳳路,22.643001,120.346392,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,澄清路至青年路二段
Kaohsiung,H66,鳳平街,22.583119,120.364199,，;。(以上參考，實際以現場公告為主),無,中安路至勝安街
Kaohsiung,E67,北辰街39巷對面巷道,22.640153,120.366785,，;。(以上參考，實際以現場公告為主),無,北辰街至鳳北路
Kaohsiung,558,辛亥路205號旁巷,22.665857,120.310174,，;。(以上參考，實際以現場公告為主),無,辛亥路270巷至辛亥路
Kaohsiung,963,明誠三路,22.66124,120.29897,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,.
Kaohsiung,B97,民益路,22.567627,120.347992,，;。(以上參考，實際以現場公告為主),無,永義街至民益路64巷71弄
Kaohsiung,B67,清明街,22.647798,120.339094,，;。(以上參考，實際以現場公告為主),無,黃興路至信國路
Kaohsiung,146,武慶二路,22.618016,120.332053,，;。(以上參考，實際以現場公告為主),無,武昌路至二聖路
Kaohsiung,D71,永年街,22.64368,120.318002,，;。(以上參考，實際以現場公告為主),無,九如一路至民族一路100巷
Kaohsiung,G09,松平街,22.567815,120.372941,，;。(以上參考，實際以現場公告為主),無,營口路至松華路
Kaohsiung,A58,常興街,22.732844,120.338044,，;。(以上參考，實際以現場公告為主),無,常德路至興楠路
Kaohsiung,E03,楠盛街131巷,22.73065,120.332472,，;。(以上參考，實際以現場公告為主),無,楠盛至楠泰街
Kaohsiung,F60,明鳳二街,22.58351,120.337954,，;。(以上參考，實際以現場公告為主),無,明鳳五街至明鳳一街
Kaohsiung,J83,先勝路,22.681326,120.281026,，;。(以上參考，實際以現場公告為主),無,介壽路至崇實路
Kaohsiung,F15,埤北路,22.635524,120.378627,，;。(以上參考，實際以現場公告為主),無,建國路一段至中山東路
Kaohsiung,158,仁愛二街,22.627197,120.307064,，;。(以上參考，實際以現場公告為主),無,民生一路至德智街
Kaohsiung,A79,德惠路,22.725513,120.302911,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,德民路至橋新六路
Kaohsiung,355,文慈路,22.68394,120.31872,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,重孝路至大中二路
Kaohsiung,881,同盟一路,22.651943,120.30385,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,民族一路至博愛一路
Kaohsiung,G80,明鳳八街,22.584299,120.335704,，;。(以上參考，實際以現場公告為主),無,明鳳七街至明鳳三路
Kaohsiung,E90,前鎮福祥街,22.603109,120.324458,，;。(以上參考，實際以現場公告為主),無,（班超路至保泰路）
Kaohsiung,790,金府路,22.56536,120.354742,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,宏平路至學府路
Kaohsiung,577,榮新街,22.712297,120.299873,，;。(以上參考，實際以現場公告為主),無,榮新街99巷至榮昌街
Kaohsiung,H12,竹圍西街,22.797409,120.300211,，;。(以上參考，實際以現場公告為主),無,竹圍西街118巷至大德一路
Kaohsiung,346,龍文街,22.656415,120.300981,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,神農路至大順一路
Kaohsiung,497,過勇路,22.588639,120.362735,，;。(以上參考，實際以現場公告為主),無,中安路至過埤路
Kaohsiung,D66,加宏路,22.716441,120.292739,，;。(以上參考，實際以現場公告為主),無,秀群路至後昌路
Kaohsiung,759,溪西路,22.793483,120.290097,，;。(以上參考，實際以現場公告為主),無,柳橋西路至仁壽路
Kaohsiung,J51,延吉街121巷,22.643215,120.318084,，;。(以上參考，實際以現場公告為主),無,永年街至平等路
Kaohsiung,739,岡山柳橋西路,22.790853,120.290448,，;。(以上參考，實際以現場公告為主),無,(阿公店路二段路口至仁壽路口 )（仁壽路至大義二路）
Kaohsiung,529,東寧路,22.730516,120.333716,，;。(以上參考，實際以現場公告為主),無,清豐二路至興楠路
Kaohsiung,A99,青埔溝水防道路,22.727449,120.329511,，;。(以上參考，實際以現場公告為主),無,(楠梓新路至建楠路)（德民路至惠心街）
Kaohsiung,B13,華寧路,22.666402,120.293247,，;。(以上參考，實際以現場公告為主),無,慶豐街至中華一路29巷48弄
Kaohsiung,H26,永順街,22.569064,120.358246,，;。(以上參考，實際以現場公告為主),無,大鵬路至沿海一路
Kaohsiung,H73,大學三十一街,22.720622,120.276525,，;。(以上參考，實際以現場公告為主),無,大學二十一街至大學三十五街
Kaohsiung,589,褒忠街53巷,22.641634,120.335411,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,義昌路至褒忠街
Kaohsiung,C20,興泰街,22.718174,120.283286,，;。(以上參考，實際以現場公告為主),無,(通昌街至德民路)(德民路至中泰街1100809第11041418001號公告自1101001開始收費)
Kaohsiung,B09,本華路,22.651447,120.340098,，;。(以上參考，實際以現場公告為主),無,汾陽路至應安街
Kaohsiung,H60,松愛街,22.560649,120.372456,，;。(以上參考，實際以現場公告為主),無,松仁街至松信街
Kaohsiung,782,文武三街,22.621769,120.297889,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,五福三路至四維四路
Kaohsiung,J68,文康街24巷,22.633118,120.355988,，;。(以上參考，實際以現場公告為主),無,文康街至文興街
Kaohsiung,G05,天后街,22.572403,120.323012,，;。(以上參考，實際以現場公告為主),無,新生路至天倫街
Kaohsiung,G25,大學十六街,22.727458,120.282066,，;。(以上參考，實際以現場公告為主),無,大學二十一路至大學七街
Kaohsiung,728,國富路,22.615744,120.349083,，;。(以上參考，實際以現場公告為主),無,新富路至五甲一路
Kaohsiung,H68,金和街168巷,22.724895,120.318282,，;。(以上參考，實際以現場公告為主),無,金和街至加昌路
Kaohsiung,203,加昌路,22.713196,120.291587,，;。(以上參考，實際以現場公告為主),無,(學專路至外環西路)(軍校路至後昌路)(外環西路至後昌路)
Kaohsiung,F80,八德南路,22.67153,120.344241,，;。(以上參考，實際以現場公告為主),無,澄觀路至文前路
Kaohsiung,J09,台鋁四巷,22.609667,120.310279,，;。(以上參考，實際以現場公告為主),無,聖德二街至台鋁中巷
Kaohsiung,391,新衙路,22.58204,120.316586,，;。(以上參考，實際以現場公告為主),無,新生路至草衙一路
Kaohsiung,F84,正德路102巷,22.649094,120.275318,，;。(以上參考，實際以現場公告為主),無,正德路至正德路98巷
Kaohsiung,A40,瑞順街,22.629363,120.367498,，;。(以上參考，實際以現場公告為主),無,瑞進路至瑞興路
Kaohsiung,330,大公路,22.626432,120.285233,，;。(以上參考，實際以現場公告為主),無,(大勇路至七賢三路) （七賢三路至大仁路260巷）
Kaohsiung,218,中崙二路,22.598118,120.352855,，;。(以上參考，實際以現場公告為主),無,中崙路至油管路
Kaohsiung,A06,工協街,22.629987,120.371102,，;。(以上參考，實際以現場公告為主),無,勝利路至博愛路180巷
Kaohsiung,C65,太原街,22.667416,120.305604,，;。(以上參考，實際以現場公告為主),無,富民路至太原街80巷至立信路
Kaohsiung,142,光華二路,22.615292,120.318246,平日計時15元/30分，假日計時15元/30分。(以上參考，實際以現場公告為主),無,(廣西路至一心路口)
Kaohsiung,279,公園二路,22.62365,120.278481,，;。(以上參考，實際以現場公告為主),無,(五福四路至建國四路)(大安街至建國四路)
Kaohsiung,H09,鹽埕興華街,22.629976,120.285603,，;。(以上參考，實際以現場公告為主),無,北端街至建國四路
