停車場ID,停車場名稱,地址,即時剩餘車位
140059,Times蘆洲長樂路第4停車場,新北市蘆洲區長樂路152號旁,-9
050285,Times新莊永樂街(月租)停車場,新北市新莊區永樂街237巷7號旁,-9
010037,板橋福利站停車場,新北市板橋區文化路1段311-1號,-9
050279,宏達經營管理顧問有限公司思源停車場,新北市新莊區思源路370巷15號旁空地,-9
040010,彩虹樓地下停車場,新北市永和區文化路133號1F、B1,-9
080061,嘟嘟房新北美術館站停車場,新北市鶯歌區館前路/捷運鶯歌站旁停車場,-9
230024,Times八里舊城路停車場,新北市八里區舊城路19號旁,-9
170132,林口中北一街場停車場,新北市林口區中北一街79號對面空地,-9
130068,土城青雲平面停車場,新北市土城區青福街68號斜對面,-9
060051,行遍天下大樓停車場,新北市新店區中興路3段3號B2,-9
170043,林口區機一臨時平面停車場,新北市林口區文化三路1段與忠孝三路交叉口,477
010248,板橋龍興街停車場,新北市板橋區龍興街95巷27號對面,-9
170061,樺山停車場,新北市林口區八德路48巷7號對面,-9
130024,中央路加油站收費停車場,新北市土城區中央路3段83號B1,-9
070056,Times樹林鎮前街(月租)停車場,新北市樹林區鎮前街287號旁,-9
130141,Times土城福祥街停車場,新北市土城區福祥街39號對面,-9
170098,禮頓企業有限公司林口文化路停車場,新北市林口區文化二路1段120巷1-1號旁空地,-9
060075,TOP科技大樓停車場,新北市新店區寶橋路188號B1、B2,-9
040073,中興街機車停車場,新北市永和區中興街62號,61
050140,鼎天餐飲店停車場,新北市新莊區中原路39號斜對面,-9
270008,市地重劃B區臨時平面停車場,新北市金山區仁愛路與福德街交叉口路口市地重劃區,15
020181,宏達經營管理顧問有限公司仁義停車場,新北市三重區仁義街79巷與元富一街交叉口,-9
050003,八德立體停車場,新北市新莊區八德街56號,0
050002,中誠立體停車場,新北市新莊區中誠街53巷1號,41
050051,思賢立體停車場,新北市新莊區福樂街73號,0
160042,文小一臨時平面停車場,新北市泰山區新北大道6段與漢口街北側及西側街廓停車場,119
160036,文中一臨時平面停車場,新北市泰山區新生路4號對面空地,178
100059,淡海新市鎮江南大宅地下停車場,新北市淡水區沙崙路1段1號B1汽車及1~418號機車位,-9
130142,Times土城清水路第3停車場,新北市土城區清水路50號旁,-9
130143,土城莊園停車場,新北市土城區莊園街252號B1/1~141號機車位、B2/1~220號汽車位,-9
110011,汐止區金龍國民小學停車場,新北市汐止區明峰街201號/1F校門右側身障3位及B1,-9
160038,新明臨時平面停車場,新北市泰山區中央路5巷25號旁,16
160041,泰山區文中二臨時平面停車場,新北市泰山區莊泰路與磚雅厝路交叉口旁,91
050286,輔大站3號出口機車平面停車場,新北市新莊區福營路輔大站3號出口旁,158
120002,瑞芳區立體停車場,新北市瑞芳區民權街3之1號,105
160044,泰山區停五平面停車場,新北市泰山區新北大道5段及文程路交叉口,35
070036,樹林俊保停車場,新北市樹林區俊保路41號對面空地,-9
130114,城市車旅土城中華停車場,新北市土城區中華路1段70巷15號旁空地,-9
050015,衛生福利部臺北醫院停車場,新北市新莊區思源路127號1F/19~55號汽車格及1~36號機車位,-9
050242,新莊運動公園地下停車場,新北市新莊區復興路1段28號B1~B3及平面之機車位,170
170026,林口區麗林超級市場地下停車場,新北市林口區公園路59號B1及B2,-9
060137,嘟嘟房新店民權站停車場,新北市新店區民權路78號B2,-9
010070,嘟嘟房板橋三民站停車場,新北市板橋區三民路1段210及212號B5、B6,-9
170116,嘟嘟房林口文化二路站停車場,新北市林口區文化二路1段68巷2號B1,-9
010093,東方富域停車場,新北市板橋區縣民大道二段78號B1/1~50、186~425、428~440號機車位及B7、B8,357
150036,Times五股新城八路第2停車場,新北市五股區新城八路320號對面,-9
050141,新莊富貴平面停車場,新北市新莊區富貴路、昌義路口旁空地,-9
040018,比漾廣場停車場,新北市永和區中山路1段238號B5/1~114、131~148、159~202、209~238、245~282、285~307、309~335號車格位,-9
130144,鄧溪河停車場,新北市土城區福田路及福城街口,-9
160052,聯永物業股份有限公司-泰山美寧站停車場,新北市泰山區美寧街57巷旁,-9
100010,嘟嘟房捷運淡水站停車場,新北市淡水區中正路1號B1、B2,76
010251,宏達經營管理顧問有限公司華江一停車場,新北市板橋區華江三路58號,-9
270007,金山區金山立體停車場,新北市金山區中興路101號,282
010272,168停車聯盟-板橋文化場停車場,新北市板橋區文化路1段280號B1,-9
090008,龍埔公園平面停車場,新北市三峽區國光街60號,36
070038,樹林停二平面停車場,新北市樹林區學成路及大成街交叉處,81
090017,三角湧平面停車場,新北市三峽區中華路與愛國路交界處,9
090016,光明平面停車場,新北市三峽區光明路39號之1,17
020246,重陽公園地下停車場,新北市三重區朝陽街77號B1~B3,42
050026,明日之星收費停車場,新北市新莊區中正路514巷99號,15
080075,新北市美術館地下停車場,新北市鶯歌區館前路298號B2、B3,58
050241,嘟嘟房新莊大觀全聯站停車場,新北市新莊區大觀街41號B1/332~343、345~355、357~359號車格位,-9
140063,蘆洲區長安公有市場附設停車場,新北市蘆洲區長安街96號B1/9~19號車格位,-9
140077,蘆洲國道路停車場,新北市蘆洲區國道路2段26號對面橋下停車場,-9
060150,安忠84停車場,新北市新店區安忠路84巷旁,-9
110060,都市空間中興停車場,新北市汐止區工建路356號旁,-9
050287,宏達經營管理顧問有限公司中華停車場,新北市新莊區中華路2段5號1樓,-9
100012,學府停車場,新北市淡水區學府路36號B1、B2,-9
010096,Times板橋金門街停車場,新北市板橋區金門街306-2號對面,-9
010129,Times板橋南雅夜市停車場,新北市板橋區南雅東路29巷3-1號旁,-9
010238,Times板橋莊敬路停車場,新北市板橋區莊敬路10號旁,-9
010183,板橋凱撒大飯店停車場,新北市板橋區縣民大道2段8號B1~B5,-9
080036,新北市鶯歌國民小學南門停車場,新北市鶯歌區尖山埔路106號,-9
080031,鶯歌區北鶯平面停車場,新北市鶯歌區館前路與文化路交叉口,96
030035,興南停車場,新北市中和區景新街410巷24號4至7樓及頂層,-9
070084,Times樹林復興路(月租)停車場,新北市樹林區復興路464巷56號旁,-9
080079,Times鶯歌永利街(月租)停車場,新北市鶯歌區永利街36號旁,-9
070083,Times樹林復興路第2停車場,新北市樹林區復興路227號旁,-9
070058,Times樹林三俊街停車場,新北市樹林區三俊街179號後方,-9
030121,Times中和中山路三段停車場,新北市中和區中山路3段136巷10弄2號旁,-9
080078,Times鶯歌鳳鳴車站前停車場,新北市鶯歌區鳳一路35號旁,-9
010302,Times板橋中正路停車場,新北市板橋區中正路275巷21號對面,-9
120022,富士開發瑞芳一區收費停車場,新北市瑞芳區魚坑路52-2號,-9
030139,嘟嘟房中和映象太和站停車場,新北市中和區建康路178號B1,-9
050172,嘟嘟房中平全聯站停車場,新北市新莊區中平路82巷27號B1/135~153號車格位,-9
090003,長福平面停車場,新北市三峽區光明路1號,18
100242,義山平面停車場,新北市淡水區淡金路3段與奎柔山路交叉口,27
100243,Times 淡水中山北路二段第3停車場,新北市淡水區中山北路2段189巷17號旁,-9
150039,禮頓企業有限公司五股芳洲站停車場,新北市五股區芳洲二路69號旁空地,-9
030180,板南路機車停車場,新北市中和區板南路655號旁,1
120023,八斗子停車場,新北市瑞芳區建基路2段121號旁空地,31
030151,南勢角捷運站平面停車場,新北市中和區和平街1號旁,-9
020248,宏達經營管理顧問有限公司德厚停車場,新北市三重區德厚街72號對面空地,-9
080080,宏達經營管理顧問有限公司尖福停車場,新北市鶯歌區中正三路5巷68號斜對面空地,-9
100244,Times淡水新市一路一段第2停車場,新北市淡水區新市一路1段178號對面,-9
120024,富新停車場,新北市瑞芳區明燈路3段209號對面,-9
010240,Times思夢樂板橋篤行路店停車場,新北市板橋區篤行路3段73號B1,-9
170133,Times林口八德路停車場,新北市林口區八德路500巷15號旁,-9
090074,三峽國民運動中心第二收費停車場,新北市三峽區文化路210巷12號旁,-9
060149,Times佳瑪新店店停車場,新北市新店區建國路268號B1/11~23及28~39號車格位,-9
110040,仲偉企業行下寮停車場,新北市汐止區新台五路1段90、92、96、98、100、102、104、106、110、112、114、116號B3,-9
090075,Times三峽大同路停車場,新北市三峽區大同路56號旁,-9
100245,Times壽司郎淡水新市店停車場,新北市淡水區濱海路1段36號,-9
260003,四季灣停車場,新北市貢寮區和美街48號,-9
050135,亞昕采匯收費停車場,新北市新莊區福美街128巷30號B1/汽車位及51~87號機車位、B2,-9
030182,中和中正路停車場,新北市中和區中正路545號,-9
050153,新莊頭前停車場,新北市新莊區化成路371巷27號旁,-9
110109,汐止工建地下停車場,新北市汐止區工建路356、358號B2/26~38及42~55號車格位,-9
010131,新北市立圖書館地下停車場,新北市板橋區貴興路139號B1~B3,0
180003,吉順新深坑老街停車場,新北市深坑區平埔街22巷19號旁空地,-9
170027,東勢市場停車場,新北市林口區麗園一街35號B1、B2,-9
020189,Times三重集智街(月租)停車場,新北市三重區集英路65號旁,-9
020195,Times三重五華街停車場,新北市三重區五華街256號旁,-9
130145,Times土城延峯街停車場,新北市土城區延峯街24巷1號對面,-9
010136,仁化平面停車場,新北市板橋區仁化街54號旁,-9
050033,便利停車場新莊二站,新北市新莊區中正路649-1號B2/234~250、252~261、264~273、276~279、282、289~450號車格位,-9
070044,樹林區育德國小停車場,新北市樹林區佳園路1段34號1F、B1,-9
030183,宏達經營管理顧問有限公司員山停車場,新北市中和區員山路394巷6號前空地,-9
060124,北新路二段停車場,新北市新店區北新路2段185號旁空地,-9
070068,南樹林機車停車場,新北市樹林區中山路2段南樹林火車站旁,-9
020005,正義公園地下停車場,新北市三重區雙園街1號B1、B2,56
020008,二重國中地下停車場,新北市三重區忠孝路3段89號B1、B2,43
100046,淡水馬偕紀念醫院機車收費停車場,新北市淡水區民權路47號馬偕醫院對面,-9
020226,三重溪尾停車場,新北市三重區溪尾街30號,-9
050236,新莊福壽停車場,新北市新莊區福壽街與思源路593巷6弄交叉口空地,-9
130097,土城醫院停車場,新北市土城區金城路2段6號B1~B3,-9
100004,紅毛城停車場,新北市淡水區中正路28巷1號,-9
020250,宏達經營管理顧問有限公司清傳一停車場,新北市三重區德厚街與疏洪西路38巷交叉口前方空地,-9
060060,台灣聯通台北慈濟醫院停車場,新北市新店區建國路277號、277-1號B1/1~14、16~22、26~32、36~41號格位及B2、B3,-9
060167,新店區公崙機車停車場,新北市新店區安民街35巷9弄12號旁,-9
060166,新店區安民街機車停車場,新北市新店區民安街48號旁,-9
070041,Times南樹林站停車場,新北市樹林區東興街2號旁,-9
050134,傳峰停車場,新北市新莊區瓊泰路188號B1/82~111號機車位、B2汽車位、B3/55~63-1號汽車位,-9
130005,土城區延吉立體停車場,新北市土城區德峰街65號,144
130004,土城區裕生立體停車場,新北市土城區裕生路106號,43
130084,土城區中央公園地下停車場,新北市土城區中央路1段325之1號B1~B4,79
010110,板橋區板橋高中地下停車場,新北市板橋區文化路1段25號B1,58
010285,城市車旅三重元信二停車場,新北市三重區仁義街120號,-9
010217,華翠區停車場,新北市板橋區江子翠水門進入後右轉至光復水門間堤外高灘地,30
020002,三重區中山立體停車場,新北市三重區新北大道1段7號B1、B2、2F~7F及頂樓,25
020006,三重區聯邦地下停車場,新北市三重區中華路125號B2、B3,41
020034,三重區碧華平面停車場,新北市三重區仁華街118巷28號,0
020072,三重區忠孝自強平面停車場,新北市三重區忠孝路2段35號對面,8
060127,和雲新店民權停車場,新北市新店區民權路188號旁,-9
100038,和雲淡水海關碼頭停車場,新北市淡水區中正路235號旁空地,-9
060055,綠灣會館停車場,新北市新店區安祥路75號B1/7~53號車格位,-9
060012,新店建國平面停車場,新北市新店區建國路356-1號,0
130146,和停有限公司忠義場停車場,新北市土城區忠義路16號旁空地,-9
170135,林口區國家檔案館地下停車場,新北市林口區檔案館路1號B1、B2,107
030125,皇品停車場,新北市中和區員山路589號B1/汽車位及1~39號機車位,-9
170134,富貴公園停車場,新北市林口區文化三路2段238號後面,-9
010279,Times板橋南雅夜市第2停車場,新北市板橋區南雅南路1段4巷19號旁,-9
020029,三重區二重國小地下停車場,新北市三重區大有街10號B1,14
060168,新店區能仁街橋下機車平面停車場,新北市新店區北宜路1段39巷口,3
050018,新店大豐公園平面停車場,新北市新店區二十張路143之1號,26
150052,Times五股登林路第3(月租)停車場,新北市五股區登林路86號旁,-9
020251,三重區興穀國小操場地下停車場,新北市三重區五谷王北街46號B1、B2,84
150053,Times五股登林路第2停車場,新北市五股區登林路86號旁,-9
140046,Times蘆洲永康街停車場,新北市蘆洲區永康街10號對面,-9
110111,Times汐止水源路一段(月租)停車場,新北市汐止區水源路1段238巷3號對面,-9
110110,Times汐止連興街停車場,新北市汐止區連興街148巷1號旁,-9
140014,蘆洲區忠義國小地下停車場,新北市蘆洲區光榮路99號B1/33~131號車格位,-9
060048,新店區安坑平面停車場(辰淵),新北市新店區安康路2段341巷口,20
060147,綠湖公園地下停車場,新北市新店區寶中路36號B1~B3,50
170041,京站小碧潭商場暨里民停車場,"新北市新店區中央路157號B1商場C,E,F區、2樓商場B區、3樓商場D,E,F區、人工地盤2樓(車位編號詳附件)",-9
050288,明水新創總部停車場,新北市新莊區福慧路199號B1/1~3、7~14、17~21、29~43、47~62、72、73號車格位,-9
130089,中山16收費停車場,新北市土城區中山路16號B1/56~60、72~117號及B2/1~4、6、7、10、12~15、19、20~23、29~31、36~41、43~55號車格位,-9
010235,便利停車場華江站,新北市板橋區文化路2段650巷旁空地,-9
050264,京王收費停車場,新北市新莊區民安路188巷8弄1號B2、B3及B4/66、67號車格位,-9
060011,新店區安和公園臨時平面停車場,新北市新店區安和路2段141號旁,23
160004,泰山區楓樹腳公園地下停車場,新北市泰山區楓江路26巷26號B2、B3,94
100045,淡水區鄧公國小停車場,新北市淡水區學府路99號B1,-9
060098,成美收費停車場,新北市新店區安德街26巷1號B1、B2,-9
170136,Times林口吉祥路停車場,新北市林口區吉祥路176號對面,-9
070043,樹新路停車場,新北市樹林區樹新路163號旁空地,-9
040047,元順汽車收費停車場,新北市永和區環河東路2段永福水門進入後左邊,-9
130075,日月光廣場收費停車場,新北市土城區學府路2段210號B1及B3,169
130031,安富停車場,新北市土城區永安街80號前,-9
170137,博客停車場-林口仁愛二場,新北市林口區仁愛路2段369號,-9
050289,Times新莊福慧路停車場,新北市新莊區福慧路250號旁,-9
030184,Times中和安邦街停車場,新北市中和區圓通路160號後方,-9
030185,Times中和安邦街第2停車場,新北市中和區安邦街130號旁,-9
100246,淡水濱海路停車場,新北市淡水區濱海路2段202巷60號對面空地,-9
020168,萊客有限公司三重停車場,新北市三重區電信街20號旁空地,-9
010010,新埔立體停車場,新北市板橋區英士路199號B3~20F,95
170139,Times林口文化三路第5停車場,新北市林口區文化三路1段555巷79號旁,-9
170138,Times林口仁愛路二段停車場,新北市林口區仁愛路2段269號旁,-9
140028,新北市蘆洲國民運動中心停車場,新北市蘆洲區長樂路235-1號B1,-9
060169,民權路停車場,新北市新店區民權路131號B1,-9
030103,聖日停車場,新北市中和區立言街1至35號旁空地,-9
150002,工商展覽中心地下停車場,新北市五股區五權路1號B1、B2,-9
130113,俥萊土城中華場停車場,新北市土城區中華路1段221號旁空地,-9
010271,俥萊板橋環翠2場停車場,新北市板橋區環河西路4段799巷巷底,-9
030186,立德街機車停車場,新北市中和區立德街198號旁,68
070085,聯永物業股份有限公司-樹林三俊站停車場,新北市樹林區三俊街65巷旁,-9
150037,五股國民運動中心停車場,新北市五股區成泰路3段296號1樓,-9
080029,樂陶陶社區停車場,新北市鶯歌區二橋街1號B1及B2/48~59號車格位,-9
090076,Times三峽民生街停車場,新北市三峽區民生街1巷5-100號旁,-9
130147,土城學士停車場,新北市土城區學士路153號旁空地,-9
170140,文化三路二段停車場,新北市林口區文化三路二段211巷55號前,-9
160023,明志科技大學創新大樓收費停車場,新北市泰山區工專路84號創新大樓B1/1~18、A1~A6及A27號車格位,-9
160022,明志科技大學綜合大樓停收費車場,新北市泰山區工專路84號綜合大樓B2/1、2、57~59、75~94號車格位,-9
160028,泰山區同興平面停車場,新北市泰山區福興ㄧ街與同義街18巷交叉口,10
150038,五股區台64橋下停車場,新北市五股區疏洪北路與成洲八路交界處,40
150048,五股區水碓三路平面停車場,新北市五股區水碓二路1號旁,6
020233,嘟嘟房三重興穀站停車場,新北市三重區五谷王北街48巷與神農街口旁停車場,-9
100035,Times淡水金雞母社區停車場,新北市淡水區北新路184巷50號B1/28~49號車格位,-9
010148,淡水區市民聯合服務中心地下停車場,新北市淡水區中山北路2段375號B1/259~268、323~328、332~408、413~422、430~435、514~518、525~538號機車位及B2/1~12、15~44、46~50號汽車位,-9
020001,溪美立體停車場,新北市三重區自強路4段55號,61
140031,蘆洲區溪墘公園地下停車場,新北市蘆洲區信義路65號B1、B2,47
140010,蘆洲區鷺江國中地下停車場,新北市蘆洲區長興路300號B2、B3,64
010274,USPACE中山路三段181巷停車場,新北市中和區中山路3段181巷22號對面空地,-9
160016,泰山國民運動中心停車場,新北市泰山區全興路167號B1、B2,6
140078,Times蘆洲光榮路停車場,新北市蘆洲區光榮路101巷28號旁,-9
140034,台灣聯通重陽停車場,新北市蘆洲區重陽街46號旁空地,-9
050290,新莊建國段臨時平面停車場,新北市新莊區建國一路162號對面停車場,7
270020,宏達經營管理顧問有限公司才金停車場,新北市金山區中正路66號空地,-9
230038,Times八里中山路第2停車場,新北市八里區中山路1段376號旁,-9
010265,板橋力行平面停車場,新北市板橋區大觀路2段153巷39號對面空地,-9
010303,永錡停車場,新北市板橋區板林路及樹林區保安街1段交叉路口,-9
230039,晉呈資產管理有限公司賢三停車場,新北市八里區賢三街147號旁空地,-9
020252,Times三重忠孝水漾停車場,新北市三重區忠孝路3段與水漾路2段交叉口,-9
010126,亞東醫院停車場,新北市板橋區高爾富路300號1F~3F及B2~B5,-9
050228,車堡寶實業股份有限公司五工場停車場,新北市新莊區福慧路250號右側空地停車場,-9
030144,Times中和中正路停車場,新北市中和區中正路161巷14號旁,-9
230040,台灣聯通八里公田停車場,新北市八里區民治街69號對面空地,-9
130016,中洲平面停車場,新北市土城區中州路11號對面空地,38
070054,樹林區藝文綜合行政大樓共構地下停車場,新北市樹林區樹新路40-7號B1~B3,81
070029,樹林區山佳機車地下停車場,新北市樹林區中山路3段102號B1,12
020203,Times三重正義北路停車場,新北市三重區正義北路338巷4號旁,-9
060109,新店區央北新村平面停車場,新北市新店區央北一路與啟文路交叉口,95
010304,合安一路機車停車場,新北市板橋區合宜路111號對面,-9
070006,樹林區第八平面停車場,新北市樹林區復興路390巷20號,23
070002,樹林區第三平面停車場,新北市樹林區光明街10號旁,7
010130,板橋區國民運動中心停車場,新北市板橋區智樂路6號B1~B3,-9
070001,樹林區第一平面停車場,新北市樹林區保順街107號,36
020201,全聯三重仁義停車場,新北市三重區仁義街95號1~7號車格位,-9
020253,USPACE三重極限停車場,新北市三重區五華街282號旁空地,-9
020109,光興國小地下停車場,新北市三重區正義南路62號B1、B2,77
110049,168停車聯盟-鄉長二場停車場,新北市汐止區鄉長路1段55巷底,-9
170141,Times林口文化三路一段第3停車場,新北市林口文化三路1段39巷205號旁,-9
020096,五華國小停車場,新北市三重區集賢路89號1F,-9
140032,嘟嘟房蘆洲中山站停車場,新北市蘆洲區中山一路281巷口,-9
150054,大昶停車場,新北市五股區成泰路1段98巷8號空地,-9
020240,三重心天匯停車場,新北市三重區重新路5段611號B1、B2/1~84號汽車位及1~95號機車位,-9
080046,鶯歌尖山停車場,新北市鶯歌區尖山路55號旁空地,-9
130135,華南資訊大樓停車場,新北市土城區民權街1號B2/36~91號及B3/107~156號車格位,-9
050048,Times新莊中榮街停車場,新北市新莊區中榮街75號旁,-9
170055,Times林口文化三路第4停車場,新北市林口區文化三路1段447巷41號前停車場,-9
110057,麟旺汐止車站停車場,新北市汐止區信義路1號,-9
130148,Times土城清水路第4停車場,新北市土城區清水路54號旁,-9
090046,禮頓企業有限公司三峽國際一站停車場,新北市三峽區國際一街19號旁空地,-9
010142,丞石淳收費停車場,新北市林口區文化北路1段526巷13號B1,-9
100003,淡水第二漁港停車場,新北市淡水第二漁港(淡水區中正路2段51巷右轉接觀海路),342
050221,禮頓企業有限公司新莊龍安二站停車場,新北市新莊區中正路新旺巷8號旁空地,-9
090039,和穎風和停車場,新北市三峽區國光街500號B1,-9
030140,好市多中和店停車場,新北市中和區中山路2段347號1樓及B1,-9
110078,好市多汐止店停車場,新北市汐止區大同路1段158號B1及頂樓,-9
140048,Times蘆洲長樂路第3停車場,新北市蘆洲區長樂路215號旁,-9
050014,昌平國小停車場,新北市新莊區昌平街200號B1/1~57號車格位,-9
060170,新店安德三停車場,新北市新店區安德街130巷36號旁空地,-9
090029,三峽國小地下停車場,新北市三峽區中山路16號B1、B2,178
130149,宸原實業有限公司學海場停車場,新北市土城區學海街160號斜對面空地,-9
170087,Times林口文化二路一段第2停車場,新北市林口區文化二路1段241巷26號旁,-9
110063,汐止國民運動中心停車場,新北市汐止區汐科路321號1F、2F,-9
050117,Times新莊中原昌平第2停車場,新北市新莊區中原路162號旁,-9
170142,Times林口四維路停車場,新北市林口區四維路102號旁,-9
010306,東和停車場,板橋區館前西路139號B1、B2,-9
030154,友宏信義收費停車場,新北市中和區信義街41巷25-1號B1,-9
090001,白雞停車場,新北市三峽區白雞路與紫微路旁空地停車場,176
030013,中和區圓通平面停車場,新北市中和區圓通路369巷33號旁,123
030187,連和機車停車場,新北市中和區連城路174巷42號旁,51
020176,三重商工地下停車場,新北市三重區力行路1段88號B1、B2,124
030025,枋寮平面停車場,新北市中和區中和路及泰和街口,0
080007,陶瓷藝術園區停車場,新北市鶯歌區文化路200號,-9
050083,宏達經營管理顧問有限公司中平停車場,新北市新莊區中平路110巷36號B2/142~184、191~202、208~227號車格位,-9
030006,佳和公園地下停車場,新北市中和區中山路2段64巷9號B1、B2,83
080082,宏達經營管理顧問有限公司尖福二停車場,新北市鶯歌區中正三路5巷68號對面空地,-9
170078,新北市林口國民運動中心停車場,新北市林口區文化二路2段299號B1、B2,-9
030001,民德立體停車場,新北市中和區民德路188號,227
050291,新莊區領航路平面停車場,新北市泰山區貴子路69號旁停車場,81
110112,汐止區福德段平面停車場,新北市汐止區湖前街2巷1號及康寧街474巷間,-9
080081,鳳鳴車站機車停車場,新北市鶯歌區永和街239號對面機車停車場,-9
010307,溪北公園地下停車場,新北市板橋區篤行路2段133之1號B1、B2,111
090048,禮頓企業有限公司上水站停車場,新北市三峽區國際一街22號旁空地,-9
050012,中港平面停車場,新北市新莊區中港路與中華路2段交叉口空地,0
020210,嘟嘟房三重三德站停車場,新北市三重區集仁街與三德街口空地,-9
130061,天京停車場,新北市土城區明德路2段62號B2/1~70、73~115號車格位(44、48、49號略過無編碼),-9
130055,土城國民運動中心停車場,新北市土城區金城路2段247-1號B1,-9
050255,新莊登龍平面停車場,新北市新莊區登龍街與中正路交叉口停車場,24
050052,頭前國中地下停車場,新北市新莊區思源路485號B1~B3,36
010205,文強國慶路停車場,新北市板橋區國慶路122號旁,-9
040021,欣紘停車場,新北市永和區民權路39號B2/17~21及24~28號車格位,-9
010090,新北市大遠百停車場,新北市板橋區新站路28號B2/538~560、563~609號，B3/1~32、34、35、310~339、341~343、354~537號，B4/1~16、24~33、38~40、44~59、63~69、73~309號,-9
020245,宏達經營管理顧問有限公司興德二停車場,新北市三重區興德路129號B1~B3,-9
050207,新北思源公共停車場,新北市新莊區思源路555號B1汽車位及B2、B3,-9
110113,鐳銳科技汐止一場停車場,新北市汐止區長安路91號旁,-9
030071,晉呈資產管理有限公司立德三停車場,新北市中和區立德街213號旁空地,-9
130077,土城成功水門停車場,新北市土城區成功街水門旁,34
130058,土城媽祖田運動公園停車場,新北市土城區柑城橋下北側,0
100034,淡水國民運動中心附設停車場,新北市淡水區中山北路2段381巷2號B2,-9
050292,自信停車場,新北市新莊區自信街81巷17弄2號後面,-9
010281,板橋藝文街停車場,新北市板橋區中正路399巷71號,-9
020254,Times三重集仁街停車場,新北市三重區集仁街56號對面,-9
090077,Times三峽佳福路停車場,新北市三峽區介壽路2段185號後方,-9
230022,新北市八里區行政中心收費停車場,新北市八里區八里大道16號,-9
020186,博客停車場開發股份有限公司藏壽司捷運路場,新北市三重區捷運路1號,-9
040065,永權實業有限公司三瀨停車場,新北市永和區環河東路4段與民樂街39巷交叉口堤防外,-9
050206,宏匯思源停車場,新北市新莊區思源路553號4~9F汽車位及B1機車位,32
050293,新莊中央停車場,新北市新莊區中央路與昌平街交叉口旁空地,-9
010308,忠孝公園地下停車場,新北市板橋區國慶路149巷3弄28號B1、B2,-9
010283,板橋區永翠路平面停車場,新北市板橋區中正路379巷3弄20號對面空地停車場,8
010008,府後立體停車場,新北市板橋區府中路32-1號1樓及4~6樓,39
010085,板橋國小地下停車場,新北市板橋區文化路1段23號B1~B3,39
050073,新莊西盛區停車場,新北市新莊區新莊堤19越堤道旁,62
050066,新莊利濟街水門區停車場,新北市新莊區利濟街水門旁,25
050152,新莊塔寮坑1區停車場,新北市新莊區台65橋下西盛環保公園旁,35
050208,新莊塔寮坑2區停車場,新北市新莊區瓊林路100巷對面堤外高灘地,31
120019,USPACE海科館轉運站停車場,新北市瑞芳區逢甲路436號/海科館轉運站停車場,-9
010040,正隆公園地下停車場,新北市板橋區民生路1段26-1號B1、B2,21
050126,好市多新莊店停車場,新北市新莊區建國一路138號1樓至頂樓,226
040022,宏達經營管理顧問有限公司北城停車場,新北市永和區民權路53號B2~B5,-9
010194,板橋浮洲環保公園2區停車場,新北市板橋區浮洲橋下北側,28
050097,新莊新月橋地區停車場,新北市新莊區新月橋旁,97
070034,樹林柑園河濱公園停車場,新北市樹林區柑園河濱公園旁,59
070027,樹林鹿角溪人工濕地停車場,新北市樹林區鹿角溪人工濕地旁,24
080043,後村堰極限運動公園停車場,新北市鶯歌區後村堰極限運動公園周邊停車場,34
050111,中原四平面停車場,新北市新莊區中富街與榮華路2段交叉口右側空地,-9
230001,八里第一立體停車場,新北市八里區舊城路12號,82
160039,貴賢臨時平面停車場,新北市泰山區明志路3段145巷12號旁,53
160040,商一平面停車場,新北市泰山區貴子路198-3號,12
010288,湳仔溝機車平面停車場,新北市板橋區南雅西路1段110號對面,117
010029,板橋新海抽水站平面停車場,新北市板橋區中正路511號,7
020255,Times三重集英路停車場,新北市三重區集英路12號旁,-9
080034,鶯歌國中收費停車場,新北市鶯歌區尖山埔路108號,-9
010232,叭叭房新板傑仕堡C停車場,新北市板橋區縣民大道2段275號B1~B4,-9
050294,新莊區思賢國民小學附設停車場,新北市新莊區自立街229號1樓及思賢樓B1/1號車格位,-9
010050,新北市立江翠國民中學學生活動中心地下停車場,新北市板橋區松江街63號B1/1~15集17~50號車格位,-9
130034,嘟嘟房土城延和站停車場,新北市土城區延和路250巷13號對面停車場,-9
030083,中和區民享公園地下停車場,新北市中和區自治街67號B1、B2,35
030033,中和區員山市場臨時平面停車場,新北市中和區員山路466巷19號,109
060133,青潭國小停車場,新北市新店區北宜路2段82巷旁空地,-9
140073,168停車聯盟-蘆洲保和場停車場,新北市蘆洲區保和街50號空地,-9
050070,新莊臺65高架橋下(橋墩編號P27至P47)新莊端停車場,新北市新莊區中環路2段48之8號斜對面橋下,51
050295,USPACE新莊思源路287巷停車場,新北市新莊區思源路289號旁空地,-9
290002,烏來立體停車場,新北市烏來區烏來街47號,239
020092,三重環保公園1區停車場,新北市三重區環保公園旁,30
020091,三重環保公園2區停車場,新北市三重區環保公園旁,9
030027,國立台灣圖書館地下停車場,新北市中和區中安街85號B1~B3,-9
060002,三民地下停車場,新北市新店區三民路20-1號B1、B2,49
060005,寶橋立體停車場,新北市新店區寶橋路10號,72
010054,新北市板橋府中站汽、機車平面停車場,新北市板橋區縣民大道1段與府中路交叉口及縣民大道1段與民族路交叉口,4
070063,樹林區公所平面停車場,新北市樹林區鎮前街93號樹林區公所旁,8
060157,城市車旅林口文化停車場,新北市林口區文化一路2段36號對面,-9
